vuid,cuid,narrations_in_context,gt_belief,belief_choice_a,belief_choice_b,belief_choice_c,belief_choice_d,clip_start_time,clip_end_time
a65500f7-956f-486d-872a-61742acb90d8,a65500f7-956f-486d-872a-61742acb90d8~pass_2~241-302,"    00m:04s | #C C plugs the fuse in the socket
    02m:43s | #C C drives out screws with the ratcheting screwdriver
    02m:52s | #C C looks at the unconditional laptop
    02m:54s | #C C drives out screws with the ratcheting screwdriver
    03m:01s | #C C puts a ratcheting screwdriver on the table
    03m:01s | #C C looks at the unconditional laptop
    03m:04s | #C C mends the unconditional laptop on the table
    03m:07s | #C C turns the laptop a side on the table
    03m:10s | #C C mends the unconditional laptop on the table
    03m:16s | #C C nips the unconditional laptop on the table with both hands",C believes that the laptop requires final adjustments and securing to function properly.,C believes that the laptop is fully assembled and requires a final inspection to ensure everything is in place.,C believes that there is a loose internal component that needs to be secured.,C believes that the laptop requires final adjustments and securing to function properly.,C believes that the laptop's software needs to be installed before finalizing the assembly.,799.43303,994.20023
59815805-de31-4993-8f5e-f12b1537bcfc,59815805-de31-4993-8f5e-f12b1537bcfc~pass_2~1343-1474,"    00m:01s | #C C lifts the face towel.
    00m:02s | #C C puts the face towel on the bed.
    00m:04s | #C C looks around.
    00m:05s | #C C picks the face towel.
    00m:05s | #C C lifts the face towel.
    00m:07s | #C C puts the face towel on the ironing board.
    00m:08s | #C C picks the iron box.
    00m:09s | #C C irons the face towel.
    00m:09s | #C C puts the hand on the bed.
    00m:20s | #C C puts the iron on the table
    00m:21s | #C C holds a bathing face towel
    00m:24s | #C C folds a bathing face towel
    00m:29s | #C C turns around
    00m:30s | #C C puts the bathing face towel on arrangement
    00m:30s | #C C turns around
    00m:31s | #C C holds a clothe
    00m:33s | #C C throws a clothe aside
    00m:34s | #C C holds a bathing towel
    00m:35s | #C C unfolds the bathing towel
    00m:36s | #C C places the bathing towel on the ironing table
    00m:39s | #C C adjusts the bathing towel
    00m:40s | #C C picks the iron on the table
    00m:40s | #C C irons the towel
    00m:42s | #C C holds a bathing towel
    00m:43s | #C C irons the towel
    00m:48s | #C C puts the iron on the table
    00m:49s | #C C adjusts the bathing towel
    00m:52s | #C C picks the iron on the table
    00m:52s | #C C irons the towel
    00m:59s | #C C puts the iron on the table
    01m:00s | #C C adjusts the bathing towel
    01m:01s | #C C picks the iron on the table
    01m:02s | #C C irons the towel
    01m:09s | #C C puts the iron on the table
    01m:10s | #C C adjusts the bathing towel on ironing table
    01m:11s | #C C picks the iron on the table
    01m:12s | #C C irons the towel
    01m:16s | #C C puts the iron on the table
    01m:17s | #C C adjusts the bathing towel on ironing table
    01m:23s | #C C folds the bathing towel
    01m:30s | #C C turns around
    01m:32s | #C C puts the towel on arrangement
    01m:32s | #C C turns around
    01m:34s | #C C picks a bathing towel from the bed
    01m:38s | #C C unfolds the bathing towel
    01m:42s | #C C places the bathing towel on the ironing table
    01m:44s | #C C adjusts the bathing towel on ironing table
    01m:46s | #C C picks iron on the table
    01m:47s | #C C irons the bathing towel
    01m:49s | #C C stretches the bathing towel
    01m:49s | #C C irons the bathing towel
    01m:58s | #C C puts the iron on the table
    01m:59s | #C C adjusts the bathing towel on ironing table
    02m:01s | #C C picks iron on the table
    02m:01s | #C C irons the bathing towel
    02m:10s | #C C puts the iron on the table
    02m:11s | #C C adjusts the bathing towel on ironing table
    02m:13s | #C C picks iron on the table
    02m:14s | #C C irons the bathing towel
    02m:22s | #C C puts the iron on the table
    02m:23s | #C C adjusts the bathing towel on ironing table
    02m:27s | #C C picks iron on the table
    02m:27s | #C C irons the bathing towel
    02m:33s | #C C puts the iron on the table
    02m:33s | #C C adjusts the bathing towel on ironing table
    02m:35s | #C C picks iron on the table
    02m:35s | #C C irons the bathing towel
    02m:46s | #C C puts the iron on the table
    02m:48s | #C C holds a bathing towel
    02m:50s | #C C meets the towel edges
    02m:56s | #C C places the bathing towel on the ironing table
    02m:58s | #C C holds a bathing towel
    03m:00s | #C C folds the towel
    03m:09s | #C C holds a bathing towel
    03m:10s | #C C places the bathing towel on arrangement
    03m:11s | #C C turns around
    03m:12s | #C C picks a bathing towel from the bed
    03m:13s | #C C turns around
    03m:14s | #C C holds a water bottle
    03m:14s | #C C holds an iron
    03m:15s | #C C picks a water bottle",C believes the iron requires more water to continue functioning effectively.,C believes the iron is overheating and might damage the fabric of the towels.,C believes the iron requires more water to continue functioning effectively.,"C believes the iron has a loose electrical connection, affecting its performance.",C believes the iron is sufficiently filled with water but is not hot enough to effectively iron the towels.,4177.116224287996,4374.303718954663
23ecfb5c-6d29-40a6-b070-5be19ba3e86f,23ecfb5c-6d29-40a6-b070-5be19ba3e86f~pass_2~1902-2012,"    00m:00s | #C C pours the soil on the ground.
    00m:02s | #C C puts the brick box on the ground.
    00m:02s | #C C moves the soil with the hands.
    00m:04s | #C C cuts the mud with the hands.
    00m:06s | #C C moulds the mud.
    00m:11s | #C C passes the mud to the right hand.
    00m:12s | #C C moves the brick box.
    00m:12s | #C C lifts the mud.
    00m:13s | #C C puts the mud in the brick box.
    00m:13s | #C C removes excess mud from the brick box.
    00m:14s | #C C lifts the mud.
    00m:15s | #C C throws the remaining clay
    00m:16s | #C C sprinkles soil on the molded clay
    00m:18s | #C C carries the clay
    00m:19s | #C C puts the clay down
    00m:20s | #C C removes the wooden brick molds
    00m:20s | #C C places the molded clay on the ground
    00m:22s | #C C scoops soil with the wooden brick molds
    00m:23s | #C C looks around
    00m:24s | #C C pours the soil down
    00m:25s | #C C spreads soil with hands
    00m:27s | #C C scoops molded clay
    00m:29s | #C C kneads the clay
    00m:33s | #C C picks up the wooden brick molds
    00m:34s | #C C puts the clay in the wooden brick molds
    00m:35s | #C C looks around
    00m:37s | #C C removes excess clay from the wooden brick molds
    00m:38s | #C C throws the remaining clay
    00m:39s | #C C sprinkles soil on the molded clay
    00m:41s | #C C carries the clay
    00m:44s | #C C chases the goats away
    00m:46s | #C C picks up the clay
    00m:48s | #C C removes the wooden brick molds
    00m:48s | #C C places the the molded clay on the ground
    00m:50s | #C C scoops soil
    00m:50s | #C C pours the soil down
    00m:52s | #C C spreads soil with hands
    00m:53s | #C C scoops molded clay
    00m:54s | #C C kneads the clay
    00m:57s | #C C picks up the wooden brick molds
    00m:58s | #C C puts the clay in the wooden brick molds
    01m:00s | #C C removes excess clay from the wooden brick molds
    01m:01s | #C C throws the remaining clay
    01m:01s | #C C sprinkles soil on the molded clay
    01m:03s | #C C carries the clay
    01m:05s | #C C places the clay down
    01m:07s | #C C removes the wooden brick molds
    01m:08s | #C C looks around
    01m:16s | #C C picks up the wooden brick molds
    01m:19s | #C C scoops soil
    01m:20s | #C C pours the soil down
    01m:22s | #C C spreads soil with hands
    01m:23s | #C C scoops the molded clay
    01m:28s | #C C kneads the clay
    01m:31s | #C C puts the clay in the wooden brick molds
    01m:32s | #C C removes excess clay from the wooden brick molds
    01m:33s | #C C throws the remaining clay
    01m:35s | # C C sprinkles soil on the molded clay
    01m:37s | #C C places the clay down
    01m:40s | #C C removes the wooden brick molds
    01m:47s | #C C scoops molded clay
    01m:53s | #C C kneads the clay
    01m:55s | #C C puts the clay in the wooden brick molds
    01m:56s | #C C removes excess clay from the wooden brick molds
    02m:01s | #C C places clay down
    02m:02s | #C C removes the wooden brick molds
    02m:04s | #C C scoops soil from the ground
    02m:08s | #C C scoops molded clay
    02m:10s | #C C kneads the clay
    02m:16s | #C C puts the clay in the wooden brick molds
    02m:20s | #C C sprinkles soil on the molded clay
    02m:23s | #C C places the clay on the ground
    02m:29s | #C C scoops molded clay
    02m:34s | #C C kneads the clay
    02m:35s | #C C puts the clay in the wooden brick molds
    02m:40s | #C C carries the clay
    02m:43s | #C C places the clay down
    02m:46s | #C C scoops soil
    02m:49s | #C C spreads soil with hands
    02m:53s | #C C kneads the clay
    02m:58s | #C C removes excess clay from the wooden brick molds",C believes that removing excess clay and adding soil will optimize the clay's consistency for molding.,C believes that removing excess clay and adding soil will optimize the clay's consistency for molding.,C believes that the clay has achieved the perfect consistency and is ready for the final molding process.,C believes that the current consistency of the clay is too dry for proper molding.,C believes that there is an uneven distribution of soil in the clay which might affect the quality of the bricks.,3714.9083786,3894.4096586
2db7efae-7b79-45f8-a35f-ab903958a9a9,2db7efae-7b79-45f8-a35f-ab903958a9a9~pass_2~1-107,"    00m:01s | #C C watches the video in the phone
    00m:02s | #O person A stands in the room
    00m:04s | #C C moves the hand on the chair
    00m:09s | #C C presses the volume button on the phone
    00m:12s | #C C removes the right hand from the phone
    00m:17s | #C C moves the hand on the thigh
    00m:24s | #C C takes the mope
    00m:28s | #C C carries the container
    00m:29s | #C C walks back to the room
    00m:33s | #C C lifts up the container
    00m:35s | #O person A moves the hand in the bucket with water
    00m:36s | #C C moves the container down
    00m:38s | #O person A holds the brush on the other
    00m:39s | #O person A puts the brush down
    00m:40s | #O person A takes the bucket
    00m:42s | #O person A takes water with the bucket
    00m:42s | #C C puts the container down
    00m:44s | #C C moves the hand to the mope
    00m:44s | #C C holds the phone
    00m:45s | #O person A moves the hand to the bucket of water
    00m:46s | #C C puts the mope down
    00m:46s | #O person A pours water in the bucket
    00m:47s | #C C uses the phone
    00m:52s | #C C moves the left hand to the phone
    00m:53s | #O person A pours water in the bucket
    00m:56s | #O person A moves the bucket in the bucket of water
    00m:57s | #C C moves the hand from the phone
    00m:59s | #O person A takes water from the bucket
    01m:00s | #C C moves the hand to the bucket in the water
    01m:00s | #C C moves the hand from the bucket
    01m:02s | #O person A carries the bucket of water
    01m:04s | #O person A puts the bucket with water down
    01m:05s | #O person A takes the small bucket
    01m:05s | #O person A pours water in the bucket
    01m:06s | #C C takes the water with the bucket
    01m:08s | #C C pours water in the other bucket
    01m:09s | #C C takes the water with the bucket
    01m:11s | #C C pours water in the other bucket
    01m:12s | #C C carries the bucket of water
    01m:13s | #O person A puts the tin in the bucket
    01m:14s | #C C walks to the other room
    01m:23s | #O person B walks to the cooking area
    01m:26s | #C C puts the bucket of water down
    01m:29s | #O person B walks to the cabinet
    01m:29s | #C C walks back to the other room
    01m:31s | #C C holds the phone with both hands
    01m:32s | #C C removes the other hand from the phone
    01m:34s | #C C holds the phone with the other hand
    01m:34s | #C C moves the other hand from the phone
    01m:40s | #C C uses the phone
    01m:40s | #O person A talks to person C
    01m:44s | #O person A moves the hand down
    01m:47s | #O person A walks to the other room
    01m:48s | #C C uses the phone
    01m:50s | #C C takes the bucket of water
    01m:53s | #C C uses the phone
    01m:59s | #C C puts the bucket down
    02m:01s | #C C moves the bucket hand handle aside
    02m:03s | #C C uses the phone
    02m:05s | #O person A walks with tins of water
    02m:09s | #C C takes the mope
    02m:10s | #C C puts the mope on ground
    02m:12s | #C C steps on the mope
    02m:15s | #C C moves the mope on the clothe
    02m:15s | #C C steps on the mope
    02m:17s | #C C moves the leg from the mope
    02m:19s | #C C carries the mope
    02m:19s | #C C walks to the other room
    02m:26s | #C C moves the mope in the bucket of water
    02m:32s | #C C pushes the mope in the bucket of water
    02m:37s | #O person A walks near person C
    02m:44s | #O person A walks to the door
    02m:44s | #C C stares in the room
    02m:49s | #C C moves the mope in the bucket of water
    02m:51s | #C C stares at the door
    02m:55s | #C C moves the mope in the bucket of water
    02m:58s | #O person A drops the brush down
    03m:00s | #C C moves the mope in the bucket of water
    03m:03s | #C C lifts up the mope from the bucket
    03m:07s | #C C puts the mope in the bucket
    03m:08s | #C C moves the mope in the bucket
    03m:14s | #C C steps on the bucket
    03m:15s | #C C moves the leg to the floor
    03m:15s | #C C touches the plastic part of mope
    03m:16s | #C C moves the mope to the wall
    03m:17s | #C C shakes the mope
    03m:19s | #C C walks to the socket
    03m:25s | #C C watches the video on the phone
    03m:27s | #C C switches off the socket
    03m:29s | #C C moves to the bed",C believes that the floor is still dirty and requires further cleaning.,C believes that the floor is still dirty and requires further cleaning.,C believes that the cleaning solution in the bucket is too diluted and needs to be replaced.,C believes that the floor is now clean enough and does not require further cleaning.,C believes that some areas of the floor are still too wet and need to be dried.,1.0627752666666666,210.98643526666666
526a15e9-39a2-49a0-ba0b-83da2e276b09,526a15e9-39a2-49a0-ba0b-83da2e276b09~pass_2~0-128,"    00m:00s | #C C Picks up a box from a kitchen counter
    00m:04s | #C C Removes a foil from a box
    00m:04s | #C C Puts down a box on a kitchen table
    00m:07s | #C C Turns on a weighing machine
    00m:07s | #C C Unfolds a foil with a hand
    00m:08s | #C C Puts down a foil on a kitchen table
    00m:09s | #C C Walks around a kitchen
    00m:11s | #C C Opens up a shelf with a hand
    00m:12s | #C C Closes a shelf with a hand
    00m:13s | #C C Moves a tin on a kitchen counter
    00m:14s | #C C Opens up a shelf with a hand
    00m:16s | #C C Moves a lid microwave
    00m:17s | #C C Picks up a plate from a shelf
    00m:18s | #C C Walks around a kitchen
    00m:20s | #C C Puts down a plate on a weighing machine
    00m:21s | #C C Picks up a foil from a kitchen counter
    00m:24s | #C C Removes butter from a foil with a hand
    00m:28s | #C C Puts down butter on a plate on a weighing machine
    00m:31s | #C C Picks up a spoon from a glass
    00m:33s | #C C Scoops butter from a foil with a spoon
    00m:34s | #C C Puts down butter on a plate on a weighing machine with a spoon
    00m:37s | #C C Puts down a foil and a spoon on a kitchen counter
    00m:40s | #C C Picks up a plate from a weighing machine
    00m:40s | #C C Walks around a kitchen
    00m:44s | #C C Moves a tin on a microwave
    00m:45s | #C C Opens up a microwave with a hand
    00m:45s | #C C Puts butter on a plate in a microwave
    00m:46s | #C C Closes a microwave with a hand
    00m:47s | #C C Turns on a microwave with a hand
    00m:50s | #C C Walks around a kitchen
    00m:52s | #C C Picks up a spoon from a kitchen counter
    00m:53s | #C C Picks up a box from a kitchen counter
    00m:54s | #C C Puts down a box on a kitchen counter
    00m:55s | #C C Picks up a foil from a kitchen counter
    00m:56s | #C C Puts a foil in a dust bin
    00m:58s | #C C Walks around a kitchen
    01m:02s | #C C Picks up a bowl from a table
    01m:04s | #C C Walks around a kitchen
    01m:06s | #C C Puts down a bowl on a weighing machine
    01m:06s | #C C Walks around a kitchen
    01m:08s | #C C Picks up a sieving bowl from a shelf
    01m:13s | #C C Puts down a sieving bowl on a bowl in a weighing machine
    01m:13s | #C C Walks around a kitchen
    01m:20s | #C C Picks up a shaker from a shelf
    01m:21s | #C C Puts down a shaker on a kitchen table
    01m:22s | #C C Walks around a kitchen
    01m:27s | #C C Picks up a tin from a shelf
    01m:31s | #C C Holds a tin with a hand
    01m:32s | #C C Picks up a tin from a shelf
    01m:33s | #C C Puts down a tin on a kitchen counter
    01m:34s | #C C Opens up a lid from a tin
    01m:35s | #C C Puts down a lid on a kitchen counter
    01m:37s | #C C Puts flour on a sieving bowl on a weighing machine
    01m:51s | #C C Taps a tin with a hand
    01m:52s | #C C Picks up a lid from a kitchen counter
    01m:53s | #C C Closes a tin with a lid
    02m:01s | #C C Puts down a tin on a kitchen counter
    02m:05s | #C C Picks up a shaker from a kitchen counter
    02m:06s | #C C Opens up a lid from a shaker with a hand
    02m:07s | #C C Puts down a shaker on a kitchen counter
    02m:09s | #C C Picks up a piece of paper from a kitchen counter
    02m:11s | #C C Unfolds a piece of paper with a hand
    02m:12s | #C C Puts a band on a kitchen counter
    02m:15s | #C C Opens a piece of paper with a hand
    02m:16s | #C C Moves around a kitchen
    02m:21s | #C C Picks up a measuring spoon from a glass
    02m:25s | #C C Puts baking powder on a measuring spoon
    02m:34s | #C C Puts baking powder on a sieving bowl with a spoon
    02m:36s | #C C Adjusts a packet of baking powder with a hand
    02m:38s | #C C Puts down a measuring spoon in a sieving bowl
    02m:39s | #C C Folds a packet of baking powder with a hand
    02m:42s | #C C Adjusts a packet of baking powder with a hand
    02m:45s | #C C Picks up a band from a kitchen counter
    02m:47s | #C C Wraps a packet of baking powder with a band
    02m:53s | #C C Puts down a packet of baking powder on a kitchen counter
    02m:56s | #C C Moves a measuring spoon on a sieving bowl
    02m:56s | #C C Picks up a shaker from a kitchen counter
    02m:57s | #C C Opens up a lid from a shaker with a hand
    02m:59s | #C C Picks up a measuring spoon from a sieving bowl
    03m:02s | #C C Pours spice from a shaker on a measuring spoon
    03m:03s | #C C Taps a shaker with a hand
    03m:07s | #C C Closes a lid on a shaker with a hand
    03m:08s | #C C Puts down a shaker on a kitchen table",C believes the flour needs to be thoroughly mixed and measured accurately for the recipe.,C believes the flour needs to be thoroughly mixed and measured accurately for the recipe.,C believes that all ingredients are properly measured and ready for mixing.,C believes that the spices need to be more finely ground to distribute evenly in the mixture.,C believes that the butter needs to be softened further to mix well with other ingredients.,0.6004885999999999,189.54418859999998
3313b878-4cf4-4e89-988f-9c815a6c4b1c,3313b878-4cf4-4e89-988f-9c815a6c4b1c~pass_1~121-186,"    00m:02s | #C C drops the green screwdriver in his right hand on the table.
    00m:02s | #C C picks the green screwdriver in his right hand from the table.
    00m:03s | #C C unscrews a bolt at the base of the laptop with the green screwdriver in his right hand.
    00m:07s | #C C removes a panel from the base of the laptop with his left hand.
    00m:10s | #C C drops the panel in his left hand on the CD-ROM on the table.
    00m:11s | #C C removes the bolt from the tip of the green screwdriver with his left hand.
    00m:12s | #C C drops the bolt in his left hand on the panel on the hard disk.
    00m:15s | #C C places the screw in his left hand on the hard drive on the table.
    00m:18s | #C C places the green screwdriver in his right hand on the table.
    00m:20s | #C C pulls the laptop computer's bottom casing with both hands.
    00m:29s | #C C picks a black screwdriver from the table with his right hand.
    00m:32s | #C C uses the black screwdriver in his right hand on the laptop computer bottom casing.
    00m:40s | #C C pulls the bottom casing of the laptop computer with both hands.
    00m:49s | #C C opens the laptop computer with both hands.
    00m:52s | #C C turns the laptop computer around on the table with both hands
    00m:54s | #C C places the laptop computer on the table with both hands.
    01m:03s | #C C takes out a black masking tape from the laptop computer with the screwdriver in his right hand.
    01m:18s | #C C detaches the keyboard of the laptop computer from the laptop computer with the screwdriver in his right hand.
    01m:43s | #C C holds the keyboard of the laptop computer with both hands.
    01m:47s | #C C unclips the keyboard connector from the laptop computer with the screwdriver in his right hand.
    01m:52s | #C C places the keyboard on the table with his right hand.
    02m:03s | #C C opens a cover of the laptop computer's memory with his left hand and the black screwdriver in his right hand.
    02m:06s | #C C opens a cover of the laptop computer's memory with his left hand and the black screwdriver in his right hand.
    02m:12s | #C C places the black screwdriver on the table with his right hand.
    02m:14s | #C C closes the laptop computer's screen with his right hand.
    02m:17s | #C C turns the laptop computer to its back with both hands
    02m:20s | #C C holds the bottom casing of the laptop computer with both hands.
    02m:26s | #C C picks the black screwdriver from the table with his right hand.
    02m:28s | #C C pulls the bottom casing of the laptop computer with his left hand and the black screwdriver in his right hand.
    02m:41s | #C C places the black screwdriver on the table with his right hand.
    02m:41s | #C C picks a black screwdriver from the table with his right hand.
    02m:42s | #C C unscrews a screw from the the bottom casing with the black screwdriver in his right hand.
    02m:47s | #C C places the screwdriver on the table with his right hand.
    02m:48s | #C C picks a black screwdriver from the table with his right hand.
    02m:50s | #C C places the black screwdriver in his right hand on the table.
    02m:50s | #C C picks the green screwdriver from the table with his right hand.
    02m:51s | #C C unscrews a screw from the bottom casing of the laptop computer with the green screwdriver in his right hand.
    02m:53s | #C C puts the screw on the tip of the screwdriver in his right hand in the masking tape ring on the table.
    02m:55s | #C C places the green screwdriver in his right hand on the table.
    02m:56s | #C C pulls the bottom casing of the laptop computer with both hands.
    03m:00s | #C C picks the green screwdriver from the table with his right hand.
    03m:01s | #C C unscrews a screw from the bottom casing of the laptop computer with the green screwdriver in his right hand.
    03m:05s | #C C puts the screw on the tip of the screwdriver in his right hand in a masking tape ring on the table.
    03m:06s | #C C places the green screwdriver in his right hand in a masking tape ring on the table.
    03m:12s | #C C picks a black screwdriver from the table with his right hand.
    03m:13s | #C C unscrews a screw from the the bottom casing with the black screwdriver in his right hand.
    03m:19s | #C C places the black screwdriver in his right hand on the table.
    03m:20s | #C C picks the green screwdriver from the table with his right hand.
    03m:21s | #C C picks a screw from the bottom casing with the green screwdriver in his right hand.
    03m:23s | #C C puts the screw on the tip of the screwdriver in his right hand in the masking tape ring on the table.
    03m:25s | #C C places the green screwdriver in his right hand in the masking tape ring on the table.
    03m:29s | #C C pulls the bottom casing of the laptop computer with both hands.",C believes that removing the masking tape and additional screws is necessary to access internal components.,C believes that the internal components are now exposed enough for cleaning without further disassembly.,C believes that there are hidden screws under the labels or rubber feet of the laptop that need to be removed.,C believes that removing the masking tape and additional screws is necessary to access internal components.,C believes that all necessary screws have been removed and the bottom casing can now be detached.,798.2684200000001,1017.3691200000001
33cee015-502d-4232-9fc8-8c744be6acc3,33cee015-502d-4232-9fc8-8c744be6acc3~pass_1~0-141,"    00m:00s | #C C cuts a branch on a tree with a power saw in his right hand.
    00m:00s | #C C throws the branch on the ground with his left hand.
    00m:01s | #C C places his left hand on the power saw in his right hand.
    00m:02s | #C C cuts a branch on the tree with the power saw in both hands.
    00m:04s | #C C moves a lever in a lift crane with his right hand.
    00m:12s | #C C places his right hand on the power saw in his left hand.
    00m:14s | #C C places his left hand on a branch on the tree.
    00m:14s | #C C pulls the branch from the tree with his left hand.
    00m:16s | #C C throws the branch on the ground with his left hand.
    00m:19s | #C C places his left hand on a branch on the tree.
    00m:19s | #C C cuts the branch on the tree with the power saw in his right hand.
    00m:22s | #C C throws the branch on the ground with his left hand.
    00m:24s | #C C places his left hand on a branch on the tree.
    00m:24s | #C C cuts the branch on the tree with the power saw in his right hand.
    00m:25s | #C C throws the branch on the ground with his left hand.
    00m:26s | #C C places his left hand on the power saw in his right hand.
    00m:27s | #C C cuts a branch on the tree with the power saw in both hands.
    00m:28s | #C C interacts with a man X.
    00m:29s | #C C cuts the branch on the tree with the power saw in both hands.
    00m:31s | #C C places his left hand on the power saw in his right hand.
    00m:32s | #C C cuts a branch on the tree with the power saw in both hands.
    00m:34s | #C C places his left hand on a branch on the tree.
    00m:35s | #C C cuts the branch on the tree with the power saw in his right hand.
    00m:39s | #C C throws the branch on the ground with his left hand.
    00m:41s | #C C places his left hand on the power saw in his right hand.
    00m:43s | #C C places his right hand on the power saw in his left hand.
    00m:44s | #C C places his right hand on the lift crane.
    00m:46s | #O The man X drags some branches from the ground with both hands.
    00m:48s | #C C moves a branch on the tree with his right hand.
    00m:49s | #C C cuts a branch on the tree with the power saw in his left hand.
    00m:50s | #C C cuts the branch in his right hand with the power saw in his left hand.
    00m:51s | #C C throws the branch on the ground with his right hand.
    00m:52s | #C C cuts a branch on the tree with the power saw in his left hand.
    00m:53s | #C C places his right hand on a branch on tree.
    00m:54s | #C C cuts the branch on the tree with the power saw in his left hand.
    00m:56s | #C C throws the branch on the ground with his right hand.
    00m:58s | #C C cuts a branch on the tree with the power saw in his left hand.
    01m:00s | #C C cuts a branch on the tree with the power saw in his left hand.
    01m:01s | #C C cuts a branch on the tree with the power saw in his left hand.
    01m:03s | #C C pulls a rope on the power saw in his left hand with his right hand.
    01m:04s | #C C places his right hand on a branch on tree.
    01m:04s | #C C cuts the branch on the tree with the power saw in his left hand.
    01m:05s | #C C throws the branch on the ground with his right hand.
    01m:09s | #C C cuts a branch on the tree with the power saw in his left hand.
    01m:09s | #C C throws the branch on the ground with his right hand.
    01m:11s | #C C places his right hand on the lift crane.
    01m:14s | #C C moves the lever in the lift crane with his right hand.
    01m:17s | #O The man X throws the branches on the ground with both hands.
    01m:25s | #O The man X pulls the branch from the ground with her right hand.
    01m:27s | #O The man X throws the branch on the ground with her right hand.
    01m:28s | #O The man X pulls the branch on the ground with both hands.
    01m:32s | #O The man X throws the branch on the ground with both hands.
    01m:32s | #C C passes the power saw from his left hand to his right hand.
    01m:33s | #C C moves a branch on the tree with his left hand.
    01m:34s | #C C places his left hand on the power saw in his right hand.
    01m:35s | #C C moves the lever in the lift crane with his right hand.
    01m:36s | #O The man X pulls the branch on the ground with both hands.
    01m:44s | #C C places his right hand on the lift crane
    01m:46s | #O The man X throws the branch on the ground with both hands.
    01m:47s | #O The man X pulls the branch on the ground with his left hand.
    01m:48s | #O The man X pulls the branch on the ground with his right hand.
    01m:48s | #O A man Y pulls a branch with both hands.
    01m:51s | #O The man X throws the branch on the ground with his left hand.
    01m:59s | #O The man X throws the branch on the ground with his right hand.
    02m:00s | #O The man X places his right hand on the branch in his left hand.
    02m:00s | #O The man X pulls the branch on the ground with both hands.
    02m:02s | #O The man X throws the branch on the ground with both hands.
    02m:06s | #C C places his right hand on the lift crane
    02m:19s | #O The man X pulls the branch on the ground with his right hand.
    02m:20s | #O The man X pulls the branch on the ground with both hands.
    02m:25s | #O The man X throws the branch on the ground with both hands.
    02m:28s | #C C interacts with the man X.
    02m:34s | #O A man Z cuts a branch with a power saw in both hands.
    02m:52s | #O The man Y sorts some branches on the ground with both hands.
    02m:53s | #O The man Y picks the branch from the ground with his right hand.
    02m:54s | #O The man Y places his left hand on the branch in his right hand.
    02m:55s | #O The man Y pulls the branch on the ground with both hands.
    02m:56s | #C C places his right hand on the power saw in his left hand.
    02m:58s | #C C cuts a branch on the tree with the power saw in both hands.
    03m:00s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:02s | #C C cuts the branch on the tree with the power saw in his right hand.
    03m:03s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:04s | #O The man Z drops the power saw on the ground with both hands.
    03m:06s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:09s | #O The man Y moves the branches on the ground with both hands.
    03m:09s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:10s | #C C places his left hand on the branch on the tree.
    03m:11s | #C C throws the branch on the ground with his left hand.
    03m:13s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:15s | #C C places his left hand on a branch on the tree.
    03m:16s | #C C cuts a branch on the tree with the power saw in his right hand.
    03m:17s | #C C throws the branch on the ground with his left hand.
    03m:18s | #C C places his left hand on the power saw in his right hand.",C believes that adjusting the lift crane will facilitate better handling and disposal of the branches.,C believes that the power saw needs maintenance to continue functioning efficiently.,C believes that the branches are adequately cleared from the tree but need to be organized on the ground for easier disposal.,C believes that adjusting the lift crane will facilitate better handling and disposal of the branches.,C believes that he needs to increase the pace to finish clearing the branches within the allotted time.,0.0,199.32862
516ba1f4-5cfd-4dd7-b4b6-a4c0605d1281,516ba1f4-5cfd-4dd7-b4b6-a4c0605d1281~pass_2~333-393,"    00m:01s | #C C scoops the salt from the tin
    00m:07s | #C C mixes salt in the flour
    00m:07s | #C C puts spoon in the tin
    00m:12s | #C C adjusts the camera
    00m:19s | #C C mixes flour with the salt
    00m:22s | #C C looks at the flour
    00m:23s | #C C mixes the flour
    00m:32s | #C C scratches her face
    00m:34s | #C C sneezes
    00m:35s | #C C mixes the flour
    00m:37s | #C C takes a cup of water
    00m:38s | #C C adds water to the flour
    00m:44s | #C C puts a cup on the sink
    00m:44s | #C C takes the lid
    00m:46s | #C C closes the tin
    00m:47s | #C C mixes the flour
    01m:04s | #C takes a cup of water
    01m:05s | #C C adds water to the flour
    01m:09s | #C C rotates the bowl
    01m:12s | #C C mixes the dough
    01m:26s | #C C adds water to the dough
    01m:27s | #C C puts the cup on the sink
    01m:27s | #C C holds the bowl
    01m:27s | #C C mixes the dough
    01m:47s | #C C takes the cup
    01m:48s | #C C adds water to the dough
    01m:50s | #C C puts the cup on the sink
    01m:51s | #C C mixes the dough
    02m:14s | #C C takes the cup
    02m:15s | #C C adds water to the dough
    02m:16s | #C C puts the cup on the sink
    02m:18s | #C C mixes the dough
    02m:52s | #C C opens the bucket
    02m:54s | #C C puts the lid on the cooking pot
    02m:57s | #C C takes flour
    03m:00s | #C C adds flour to the dough
    03m:05s | #C C takes flour
    03m:07s | #C C adds flour to the dough
    03m:09s | #C C puts the spoon in the bucket
    03m:11s | #C C closes the bucket
    03m:12s | #C C opens the tin
    03m:12s | #C C puts the lid on the sink
    03m:15s | #C C takes salt
    03m:17s | #C C adds salt to the dough
